"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_1248300",45.8715466788636,-0.74353105325922,0.315325319594177,-2.35798081237543,0.0183746426806169,0.046816340334326,"PF3D7_1248300","conserved Plasmodium membrane protein, unknown function"
"PF3D7_1231000",467.407546618432,0.211270778242284,0.203173534626057,1.03985383052537,0.298407815285937,0.430755353049778,"PF3D7_1231000","conserved Plasmodium protein, unknown function"
"PF3D7_0912800",2295.17208228253,0.489118977086783,0.10977610185598,4.45560526214058,8.36568361429836e-06,9.14908025784071e-05,"PF3D7_0912800","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative (GCD10)"
"PF3D7_1212000",739.236050043446,-0.942589633187944,0.203098772005873,-4.64104053352272,3.4665911040934e-06,4.40752297520446e-05,"PF3D7_1212000","glutathione peroxidase-like thioredoxin peroxidase (TPx(Gl))"
"PF3D7_1246700",366.563035516316,-0.0506309239499686,0.218809435136832,-0.231392782117949,0.81700967206276,0.885281725269235,"PF3D7_1246700","conserved Plasmodium protein, unknown function"
"PF3D7_1461300",3046.75215145984,-0.732957105301699,0.264780122431774,-2.76817269578294,0.00563715761197469,0.0181617324362872,"PF3D7_1461300","40S ribosomal protein S28e, putative"
"PF3D7_1205400",1017.79430641566,0.0296427240012088,0.134166663607784,0.220939562810213,0.825139491852669,0.891127674031691,"PF3D7_1205400","conserved Plasmodium protein, unknown function"
"PF3D7_1250000",1716.2428931051,0.498531128533058,0.203899618213126,2.44498313877159,0.014485891409902,0.0385642967807705,"PF3D7_1250000","rRNA-processing protein, putative"
"PF3D7_1327700",350.696201011316,0.171821519188896,0.192780350404913,0.891281288928073,0.372778284144779,0.5086654778629,"PF3D7_1327700","regulator of nonsense transcripts 3B, putative (UPF3B)"
"PF3D7_1207900",234.216008486507,-0.0278511903168177,0.162495962915181,-0.171396198509592,0.86391224370196,0.918351524297677,"PF3D7_1207900","conserved Plasmodium protein, unknown function"
"PF3D7_1352200",2863.40262063717,0.144694343128057,0.141317739706726,1.02389369818919,0.305885487076534,0.438484000080275,"PF3D7_1352200","U3 small nucleolar RNA-associated protein 15, putative (UTP15)"
"PF3D7_1223500",3451.26042171479,0.12410290122255,0.14570527798059,0.851739229646038,0.394358842019715,0.528051419868451,"PF3D7_1223500","conserved Plasmodium protein, unknown function"
"PF3D7_1238100",2603.19616419312,-0.00168522386344598,0.181326353550047,-0.0092938716874426,0.992584670021814,0.999165769628043,"PF3D7_1238100","calcyclin binding protein, putative"
"PF3D7_0806100",913.476459732828,0.52603901232405,0.193259661745997,2.72192866101271,0.00649021513505394,0.0202676893691158,"PF3D7_0806100","conserved Plasmodium protein, unknown function"
"PF3D7_1464500",4033.31094633833,-0.0328548076917706,0.151568863437835,-0.21676488789695,0.828391576751142,0.893472068363851,"PF3D7_1464500","conserved Plasmodium membrane protein, unknown function"
"PF3D7_0619200",5663.54721065912,0.409670123448871,0.109754027239268,3.73262042180717,0.000189498050886492,0.00115625170056273,"PF3D7_0619200","conserved Plasmodium protein, unknown function"
"PF3D7_1202600",34158.4323228214,0.393900106059328,0.107142830696379,3.67640189734731,0.000236546761872624,0.00139230830648402,"PF3D7_1202600","conserved protein, unknown function"
"PF3D7_0617200",15896.7361769365,0.73664499089153,0.171140139651905,4.30433790921199,1.67485863868115e-05,0.000161903001739178,"PF3D7_0617200","conserved Plasmodium protein, unknown function"
"PF3D7_0824600",894.445229994604,-0.219953666734082,0.116124256916431,-1.89412335178491,0.0582086388260207,0.119197889233261,"PF3D7_0824600","Fe-S cluster assembly protein DRE2, putative (DRE2)"
"PF3D7_1224500",744.421475266197,-1.09188808028433,0.246407188024162,-4.43123469343459,9.36950427248809e-06,0.00010097156796364,"PF3D7_1224500","histone chaperone ASF1, putative (ASF1)"
"PF3D7_1229900.2",75.7302211467873,-0.710081391911065,0.674385188308199,-1.05293147628645,0.292372398742555,0.423108024196543,"PF3D7_1229900.2","conserved Plasmodium protein, unknown function"
