"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_0100100",838.018261111268,0.446452149300972,0.495412564359859,0.901172439737875,0.367496642067592,1,"PF3D7_0100100","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100200",8.72828687323751,1.48628970323461,1.07168536739285,1.38687132292419,0.165481003725208,1,"PF3D7_0100200","rifin (RIF)"
"PF3D7_0100300",206.580113688324,1.19801497294619,0.795759391948642,1.50549900518611,0.132195832427625,1,"PF3D7_0100300","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100400",278.34949030075,-0.140943639200484,1.23704970711734,-0.113935307845407,0.909289076185947,1,"PF3D7_0100400","rifin (RIF)"
"PF3D7_0100500",0.524299004928441,0.699041302697932,4.17408466149831,0.167471759532306,0.86699886633067,1,"PF3D7_0100500","erythrocyte membrane protein 1 (PfEMP1), exon 1, pseudogene"
"PF3D7_0100600",1.92705039621843,0.174197609751921,1.75080443324002,0.0994957554622778,0.920744657829764,1,"PF3D7_0100600","rifin (RIF)"
"PF3D7_0100700",1.74102606498083,0.950125972683683,1.6468375771762,0.576939696938932,0.563980192833325,1,"PF3D7_0100700","Plasmodium exported protein, unknown function, fragment"
"PF3D7_0100800",2.83886282072827,-1.25744386201805,1.4013556171203,-0.8973053282521,0.369556014074109,1,"PF3D7_0100800","rifin (RIF)"
"PF3D7_0100900",14.4703365315436,2.523275196626,1.25153028629932,2.01615192556556,0.0437840916965725,1,"PF3D7_0100900","rifin (RIF)"
"PF3D7_0101000",5.78357924267772,1.01172559604203,1.2754104968098,0.793254876428151,0.427629341052402,1,"PF3D7_0101000","rifin (RIF)"
"PF3D7_0101100",356.251863038561,0.268333364453711,1.16214951317416,0.230894012699638,0.817397142247747,1,"PF3D7_0101100","exported protein family 4 (EPF4)"
"PF3D7_0101200",538.675593013076,0.0728507060559692,0.471794914531852,0.15441180863142,0.877285043382498,1,"PF3D7_0101200","exported protein family 3 (EPF3)"
"PF3D7_0101300",1.13749584299624,-0.236541181312352,2.27987617118494,-0.103751767004702,0.917366344162236,1,"PF3D7_0101300","Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM)"
"PF3D7_0101400",0.485513005407927,1.55717902144717,4.18886467638872,0.371742498683352,0.71008457958634,1,"PF3D7_0101400","exported protein family 1, pseudogene (EPF1)"
"PF3D7_0101500",5.195604583027,-0.576359833349186,1.17962246193798,-0.488596862086106,0.625127135016298,1,"PF3D7_0101500","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"PF3D7_0101600",16.4319297354695,0.416697533429408,1.55971654637847,0.267162347156568,0.7893441653757,1,"PF3D7_0101600","rifin (RIF)"
