"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"PF3D7_0100100",7.628303,6.708872,13.737758,3.6803,8.809385,1.735473,4.864716,12.776751,4.373963,1.182658,7.143893,19.464162,0.791333,3.954426,11.106708,3.446565,2.61266,7.971561,8.962934,22.674106,5.371701,10.112979,9.574242,15.342834,1.530445,31.911569,2.102356,17.285835,7.222603,4.96195,20.192299,28.641983
"PF3D7_0100200",0,0.107827,0,3.534044,0.592069,0.892528,1.041668,0.604012,1.413046,0.617838,0.377811,0.20988,0,0.332458,0,0.05532,1.406252,0.203769,0.336576,1.501999,0.280896,7.103806,1.004378,0,0.662139,0,3.743939,0,0.269878,2.681301,0,0.052336
"PF3D7_0100300",1.106252,1.286525,1.177065,0.43272,0.685952,0.831862,7.013223,3.996594,0.631741,0.304356,2.206997,2.787056,0.066279,4.793202,7.279909,0.067663,0.366125,1.812766,3.622308,6.264546,2.235507,0.488614,1.280053,6.217418,0.863225,12.354878,7.186921,26.267467,0.690179,12.845918,2.509854,2.627634
"PF3D7_0100400",0,22.755793,0.046119,18.041377,34.873308,78.877177,58.915157,0.477446,77.090471,0,107.90733,36.485163,51.157958,37.988636,0,0.161991,0,24.922096,0.167802,0.061212,131.731069,1.80626,0,1.797133,37.552403,2.140259,22.61335,0,0.820489,81.036879,1.358772,0.67858
"PF3D7_0100500",33.975409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.746166,0,0,0,0,0,0,0,0,7.94303,0,0
"PF3D7_0100600",0.235384,0,0,0.130698,0.120223,0.047585,0.635478,0.377113,0,0.422171,1.335004,0,0,0,0,0,0.046325,0,0.275183,0,0,0,0.173471,0,0,0,0,0,0,2.021029,0,0.125684
"PF3D7_0100700",0,0,0,2.337453,1.111937,0.43192,2.71276,0,0,1.976244,21.611198,2.996848,0,0,0,0,0,0,0,17.801956,0.389552,0,0,0,6.20723,3.681262,0,1.875055,0,21.708512,0,0
"PF3D7_0100800",0,0,0.04632,2.659063,0.216855,0.286007,0.096233,0,0,0,0.370691,0.154213,0.906363,0,0.838351,0.995288,0.039865,0,0,0.199682,0.077167,1.068494,0,0,0,0,0,0,0.156151,0.245987,0,0
"PF3D7_0100900",0,0.233199,0,13.874797,0.138521,0.787183,1.421981,0.633379,0.312877,0.17877,0.279322,0.728445,0.692888,0.329936,0,0.026484,0,9.264842,0,0.285099,0.827715,3.668112,0.481611,0,0,0,1.226496,0,0.92683,0.078879,0,0.800315
"PF3D7_0101000",0,0.342579,0.023837,0.173584,0.894729,1.241689,0,0.169406,0,0.381598,0.754648,0,0,0.106469,0,0.024813,0.21325,0.137544,3.521305,0.252536,0.149199,1.661834,3.883506,0.434364,0,0,0,1.813315,0,0.195277,0,0
"PF3D7_0101100",14.835453,53.23526,0,38.141572,101.251677,42.102897,11.736052,10.020149,50.459188,85.260522,18.346782,0,0,42.753177,92.04233,43.795035,77.646619,0,49.710806,0.474512,112.423233,0,80.650942,31.125502,86.769717,30.871211,27.606935,6.517464,19.827893,81.486697,13.20725,38.021039
"PF3D7_0101200",70.60594,60.098657,3.457397,67.619022,93.133668,699.997744,164.99059,26.722972,124.597735,114.410752,193.602565,84.297681,31.15154,129.613779,80.411006,9.246916,135.440121,22.050123,72.376078,225.111416,140.299869,18.016011,100.375969,28.375484,191.781256,37.995958,96.860224,21.314826,15.688953,127.11921,18.509116,35.609031
"PF3D7_0101300",0,0,0,0.478218,0.080644,0,0,0,0.266627,0,0.081078,0.22652,0,0,0,0,0,0,0,0.133917,0,2.04502,0,1.831576,0,0,0,0,0,0.162943,0,0
"PF3D7_0101400",0,0,0,0,0,0,0,0,0.401723,0,0,0,0,0,0,0,0,0.890332,0,0,0,0,0,0,0,0.189508,0,0,0,0,0,0
"PF3D7_0101500",0,0,0.166777,0,0.246813,0.23163,0,0,1.393746,0,0.509474,0.155373,0,0.404592,0,0.032512,0.156179,0,0,0.154805,0.093129,0,0.559072,0,0,0,0.309449,1.651212,0.492963,0.311324,0.93456,0.441317
"PF3D7_0101600",0,0,0,1.918637,1.741105,0.355629,2.622045,1.108489,3.681185,0,0.582424,0.591918,3.082184,0,0,0.129854,0.406419,0.947973,0.355608,1.356666,0,16.300805,0.729178,0,0,0,8.181803,0,0,2.212873,0.225073,0.132746
"PF3D7_0101700",0,0,0,0,0.048618,0.04873,0,0,0,0,0.053601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0101800",0,0.260266,0,0,0.81962,0.496472,0,0,0,0,1.357481,0.572206,0,0.670369,0,0,0.105445,0.089257,0.146097,0,0,0.729165,0,0,0,0,0,0,0,0,0,0.125584
"PF3D7_0101900",0.642681,0.519629,0,0,0.123902,0.102773,0.305382,0.160088,0,0,1.055865,1.932046,0.307541,0.595485,0,0,0.178219,0.061339,0,0.089178,0.08185,1.455979,0.405322,0,0,0,0.390052,0,0,0.396802,0.55591,1.368962
"PF3D7_0102000",0.333536,0.79401,0,0.330107,0.732489,1.185334,0.150607,0.248249,0.544166,0,1.729787,1.221288,0.473791,0.559451,0,0.078691,0.451802,0.744868,0.275433,0.401706,1.456155,0.393693,0.418265,0,0,0,0.903917,0,0.240612,0.970177,0.253894,0.152324
"PF3D7_0102100",0.850673,0,0.209394,0.622464,2.315872,1.864973,0,0.63406,1.855284,1.162355,1.559577,1.739871,0.809595,1.807763,0,0.101802,0.497826,1.353413,0,0.259693,1.782946,0,0.356629,0,0.307302,0,0,0.180021,0,0.623389,0.436647,0
"PF3D7_0102200",16526.381916,18937.407592,37.090624,4179.380792,17642.710874,20455.899261,12037.971404,4284.826702,12353.513818,14790.368723,24537.991861,6485.460659,19666.372574,37308.484068,6744.421037,56.938588,21068.705115,7516.504955,9504.43402,26127.548305,31093.881303,1365.969929,21717.861081,324.914027,17708.36033,310.091925,22088.889987,165.858721,3542.069564,28633.090229,137.331802,77.056729
"PF3D7_0102300",5.991068,0,2.86664,0.680585,6.131023,1.173667,0.540973,1.357674,2.504093,0.790577,6.433214,0.283042,1.576881,8.948342,0,0.380546,2.637161,0.322631,1.387911,15.008811,7.992944,6.614515,5.113225,0,1.253327,0,1.022699,2.174668,0.415251,8.235253,0.828465,0.784288
"PF3D7_0102400",0.184928,0,0.020156,0.037613,0.031946,0.149439,0.083358,0.192383,0.319561,0,0.109952,0.04552,0,0,0,0.501128,0,0.157748,0,0.355764,0.109049,0.223041,0.140911,0,0.157291,0,0,0,0,0.2875,0,0.04333
"PF3D7_0102500",0.402953,0.549584,0.712526,0.183305,2.027521,0.533248,0.411705,0.13772,0.262824,0.383095,1.774032,0.046437,0.213351,2.147907,1.188809,1.827268,0.794619,0.382303,0.524407,1.503228,0.967562,1.39769,0.865786,0.188051,0.159904,0.239128,1.114481,0.023612,0.236942,1.06013,0.119635,0.114648
"PF3D7_0102600",74.291136,24.122676,36.40457,84.266264,28.432149,80.95887,45.123021,51.973216,25.816701,37.125989,35.790469,23.342097,45.459537,30.575732,61.506044,45.968771,38.740392,16.256058,53.946833,12.849163,40.388719,216.632894,14.21728,166.289897,33.968796,8.053366,51.719697,18.217733,28.907359,32.771779,4.111637,3.101089
"PF3D7_0102700",174.648772,101.801368,0.612725,49.840493,54.474279,426.693656,160.26784,61.716914,93.768721,138.352524,142.934093,55.285221,185.212422,192.429734,54.042781,5.179433,177.088127,42.789599,113.606238,189.558337,358.395788,5.184199,119.871629,8.207198,272.497285,3.684765,125.580199,0.369457,41.222465,123.48238,0.894943,0.066928
"PF3D7_0102800",0.418893,0.353376,0.551056,0.496218,1.044906,0.533194,0.141419,0.157112,1.498043,0.446767,1.29966,0.131584,0,0.420334,0.419579,0.514921,0.672963,0.992931,0.987831,1.616887,1.234271,0.127692,0.99864,0.533058,0.22815,0.813635,1.537685,0.67222,0.472017,0.908294,1.009458,0.100285
"PF3D7_0102900",142.21768,103.051404,125.038042,63.31471,55.938422,119.754135,114.954688,74.296734,79.91536,56.591717,79.429934,102.96944,48.576357,53.433896,104.071667,143.18812,38.792287,65.184168,88.578172,155.567,114.81661,141.46055,115.74012,87.616122,90.231275,104.68124,85.201071,69.78024,66.249007,57.343902,100.616885,106.030869
"PF3D7_0103000",2.239743,1.524543,1.067906,1.205989,1.462318,2.53046,3.034182,3.692664,0.87071,1.308214,1.047531,2.660158,0,0.269319,1.231317,1.32614,0.558456,0.626246,3.177282,1.934174,2.397769,4.161822,3.011933,2.645131,1.731287,0,0.578729,0.405348,0.69393,0.349767,0.244304,0.073221
"PF3D7_0103100",0.350421,0.016994,1.45388,0.102376,0.948653,0.21116,0.174297,0.159219,0.135388,0.122172,0.448477,0.088904,0.051029,0.637393,1.279729,1.032132,0.184916,0.479804,0.106444,1.841478,0.130771,0.776504,0.515073,0.299872,0,0.137275,0.646193,0.790638,0.587046,0.653534,0.231429,0.059071
"PF3D7_0103200",6.613721,5.146057,48.699266,27.574957,6.884287,14.556783,7.520214,13.38114,7.51737,6.194421,6.776176,23.02896,2.724964,3.114692,34.369527,34.056659,3.445884,6.830037,6.69153,14.556551,6.643898,50.708017,7.782795,32.119231,3.768413,14.994166,4.03142,11.083183,16.107088,4.825288,24.236214,23.683683
"PF3D7_0103300",62.627321,60.045427,32.457112,22.707992,43.429222,75.06742,112.00298,15.048262,47.056927,67.656165,65.939665,72.863658,24.782697,45.007118,41.937478,49.256179,46.496662,23.703752,36.707607,165.386412,50.642736,44.633106,103.389464,10.364598,22.315475,36.826971,41.401424,13.394601,14.914581,30.231706,26.818432,30.412454
"PF3D7_0103400",2.439925,1.300773,11.687724,10.594743,4.359388,7.242855,3.767607,2.180446,4.001153,1.504084,3.898933,7.263291,0.305471,3.087211,5.021982,10.346625,1.563988,1.968624,1.733851,6.364168,3.410072,13.669059,2.009518,4.357515,0.656066,4.479007,0.619489,4.581995,1.29197,2.154944,5.429665,3.116632
"PF3D7_0103500",0.031219,0,0.121816,0.149854,0.066304,0.073235,0.014033,0,0.12064,0,0.063321,0.015841,0,0.085271,0,0.329637,0.006334,0.018114,0.081334,0.010266,0.019323,0.076906,0.019938,0,0,0,0,0.02013,0.059452,0.05949,0.025523,0.060187
"PF3D7_0103600",0.899692,0.30827,3.856645,1.767575,0.279183,1.14405,0.387449,0.436699,0.24817,0.345619,0.211518,0.436971,0,0.239027,1.8237,5.517708,0.12154,0.054306,0.357695,0.89785,0.402705,1.706313,0.287138,0.961931,0.204445,0.880482,0.208598,0.314903,0.86261,0.342388,0,0.631407
"PF3D7_0103700",3.042169,1.582248,3.697522,1.77442,1.04026,3.381735,2.684644,1.368317,1.003289,0.842321,0.582824,2.166202,0.35196,0.864231,2.430147,3.034449,0.827694,0.941912,1.352635,3.192611,2.121042,1.628361,2.859284,1.030181,1.987411,1.258011,1.784546,1.248489,0.455605,1.005964,0.876209,0.980548
"PF3D7_0103800",0,0.268928,0.020352,0,0,0.210118,0.084225,0.069871,0,0,0.036861,0,0,0,0,0.138013,0.037002,0.053114,0,0.058642,0,0,0.354531,0,0,0,0,0.358016,0,0.208522,0.294442,0
"PF3D7_0103900",0.558199,2.097991,1.433673,1.401108,0.955884,1.610375,0.954863,0.251158,0.859502,0.928115,0.334788,3.3633,0,0.248461,0.893427,1.797366,0.268413,0.160236,2.390538,1.361428,0.807803,1.90396,1.41884,1.135561,0.243175,0,0.409583,0.787951,0.293144,0.168063,0.716247,0.29158
"PF3D7_0104000",0,0.638379,0,0.129635,0.772892,0.588758,0,0.251532,0.72369,0,0,0.321783,0,0,0,0.595754,0.252598,0,1.344008,0.381568,0.088771,0,0.418743,0,0,0,1.19288,0,0,0,0,0
"PF3D7_0104100",1.389854,3.280695,0,0.591375,2.523274,4.075431,3.300041,1.159486,3.062274,1.233919,1.957034,1.947217,0.672372,1.075669,0,0.078475,0.668816,2.827662,0.399153,1.577337,4.884405,0.094505,2.507755,0,1.430914,0.100315,2.48457,0.297885,0,0.233727,0.874044,0.184498
"PF3D7_0104200",19.30257,7.135975,26.84513,26.020856,48.054925,24.156092,5.839496,20.824523,35.908244,8.758129,45.440873,2.628868,7.902059,26.754165,30.943413,35.079105,17.516801,15.400023,13.313288,39.101453,41.652495,33.193638,16.351985,34.538215,6.11321,21.16434,28.738748,19.832555,23.094351,12.136838,22.81378,18.802192
"PF3D7_0104300",141.186197,42.443266,25.536904,33.734728,96.84012,148.968601,131.599649,12.650384,70.857923,100.010168,159.148336,58.098184,42.722514,119.770895,48.656868,38.907277,113.079741,26.300397,59.786845,233.885693,212.903342,21.722537,133.466648,6.805931,133.797562,26.442445,52.346209,6.31999,10.859353,109.100823,13.410167,13.104265
"PF3D7_0104400",12.412051,2.695681,11.471391,8.69716,30.889343,5.908169,9.861958,3.96812,10.567979,6.064714,27.417019,1.128866,9.326933,25.602831,9.234558,10.484572,8.568602,8.965604,3.797783,21.881066,15.269214,6.513445,13.910032,5.356943,7.287173,2.358771,15.057104,1.872734,3.189234,20.896615,1.947132,0.663312
"PF3D7_0104500",12.740234,25.697671,85.857217,29.268475,25.203543,21.939873,14.510519,30.426452,37.564516,16.611069,15.814942,42.500984,7.43644,16.82709,48.16941,90.528915,3.611427,45.901892,14.446216,40.948382,15.779482,58.455999,16.200609,49.951713,3.764887,61.58765,23.882967,60.091844,47.218947,12.08443,58.775557,45.215135
"PF3D7_0104600",0.909762,0.880236,1.633874,0.802933,0.505066,1.157577,0.915462,0.244249,1.027772,0.63392,0.543598,0.757191,0.126089,0.373428,1.930755,2.379081,0.184239,0.451722,0.356659,1.802481,0.82126,1.864501,0.691175,0.444415,0.330877,2.034497,0.918191,0.642004,0.674946,0.60973,0.706277,0.927076
"PF3D7_0104700",0,0.042063,0.029444,0.018012,0.091746,0.028768,0.117669,0,0.143977,0,0.175034,0,0,0.156258,0,0.044168,0,0.050206,0,0.394526,0.105955,0,0,0,0,0.113114,0.080086,0.056015,0,0.263453,0,0.02079
"PF3D7_0104800",0,0,0.024835,0,0.077716,0,0.150147,0.041688,0.244568,0,0.244522,0,0.482764,0.197977,0,0.111888,0.044555,0.287257,0,0.178423,0.083813,0,0.070652,0,0,0,0.203956,0,0,0.251076,0.089172,0
"PF3D7_0105100",0,0.399155,3.272347,0.161234,0.273935,0.603921,0.765278,0.316139,0.44945,0,1.843823,0.200595,0,0,0,1.464952,0.156846,0,0,0.939288,0.763633,0.953555,0.52121,0,1.796223,0,5.166433,0.518771,2.064602,0.294297,1.196194,0.370832
"PF3D7_0105200",2.831913,0.054578,30.179691,12.558163,0.296831,3.637718,2.141758,8.876423,0.062288,0,0.203758,0.341188,0,0.50398,16.765735,30.890372,0.06807,0.162551,0.872967,0.072669,0.017067,22.625455,0.575798,14.206739,0.616822,9.231432,0.103885,4.06979,8.325812,0.46883,5.448496,14.277411
"PF3D7_0105300",0,0.322509,0.591476,0,1.338225,0.09907,0,0,0,0,0.125426,0,0,0.267529,0,0.075182,0.255159,0.186307,0,0.57792,0,0,0,0,0,0,0,0.844781,0,0.239577,0,0
"PF3D7_0105400.1",0,0,0.082548,1.336819,0.425613,0,0,0,0,0,0,0,0,0.493347,0,0.189395,0,0.713674,0,0.972041,0,0,0,0,0,0,0,0.537397,0,0,0,0
"PF3D7_0105400.2",0,0,0,0,0,0,0,0,0,0,0.346234,0,0,0.558417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671756,0
"PF3D7_0105500",0.426764,0.102218,0.622141,0.905704,1.064221,0.136163,0,0.07972,0.350327,0.439721,0.335202,0,0,0.73906,1.676701,0.4954,0.16834,0.544058,0.089826,1.262654,0.09345,1.281859,0.538958,0,0,1.363755,0.388722,0.408207,0.314164,0.079057,0.167099,0.099474
"PF3D7_0105600",12.549674,14.816369,17.613149,15.638587,14.36135,18.369977,15.684191,10.902506,20.398891,13.509216,12.48685,17.963244,4.581501,8.929649,22.408359,37.363701,1.998946,10.497892,10.516149,27.08645,11.708164,35.360345,18.113963,12.475519,14.367967,38.352452,13.715033,18.995433,15.47205,3.93608,34.275144,30.184924
"PF3D7_0105700",0.80059,0.035264,3.123905,1.320791,2.149412,0.728264,0.40892,0.84229,0.532746,0.27953,1.05046,0.134107,0.079599,0.399062,0.888762,11.838736,0.059193,0.179812,0.174212,0.58871,0.681794,8.352319,0.430324,0.28087,0.437063,1.666619,0.537556,0.645901,0.423958,0.310415,1.253862,0.659337
"PF3D7_0105800",0.510612,0,1.889871,1.722624,0.846419,0.84583,0.098442,0.136942,0,0,0.323057,0.055217,0.317705,0.459471,2.939423,9.250612,0,0.294639,0.062893,0.260515,0.066806,6.521236,0,0.497025,0,0.379268,0.067082,0.234572,0.385882,0.165713,0.05904,0
"PF3D7_0105900",0.151302,0,0.433527,0.834659,0.052548,0.073614,0,0.226606,0,0,0,0.075579,0,0,1.202188,1.674567,0,0.043209,0.064362,0,0,2.016513,0,0.255246,0,0.584495,0,0,0.338015,0,0,0.106996
"PF3D7_0106000",1.235929,1.665763,4.240292,0.850123,3.939052,0.97188,0.91295,1.863035,4.445588,0.904854,2.979308,1.560892,0.661488,3.079819,3.675057,6.985944,0.525134,3.888931,1.404034,5.29257,2.170102,7.177416,2.031349,1.663732,0.638397,1.354152,2.334282,2.678819,2.067774,1.874138,1.371465,0.733866
"PF3D7_0106100",23.670844,23.336762,94.786557,64.945872,18.272505,31.864208,25.924311,83.475483,17.227992,13.242422,13.904491,36.606257,8.781204,14.441814,56.230064,153.134998,4.83556,13.776662,18.381847,22.1844,21.89852,113.974054,18.131703,125.827761,18.694279,64.038598,14.514207,50.204565,52.62029,14.107011,44.75321,69.106043
"PF3D7_0106200",20.981349,2.027759,1.90204,1.586768,18.192955,2.260925,6.374292,3.334061,5.321691,6.080047,29.738249,0.206677,6.618742,15.949138,6.463749,3.592271,9.307788,15.964543,1.219716,33.450528,13.50567,2.493599,7.738302,0.698841,4.144736,2.131436,9.970116,5.374356,1.371438,36.973858,1.276138,0.770595
"PF3D7_0106300",176.979567,136.559295,116.408461,90.921848,115.347027,235.566451,195.287529,73.426009,106.43647,116.254097,159.197866,203.555919,106.665551,138.405093,114.346259,163.241347,127.390861,77.178447,111.259457,172.817254,185.313042,113.891459,148.014717,67.684832,177.412562,106.882873,91.594918,85.424761,60.914266,134.154703,128.164458,105.890186
"PF3D7_0106400",248.798738,141.342101,293.257763,133.935572,150.293368,184.050736,194.609519,100.646236,86.736807,96.179259,120.343113,117.203631,62.792599,90.761667,82.383721,244.179021,52.960087,93.62527,107.344352,246.537205,246.978645,167.285282,102.730052,104.767069,120.382545,109.296035,93.524438,120.432233,100.414546,119.774728,101.091478,95.574887
"PF3D7_0106500",6.267112,0.356797,2.930763,0.153629,6.378765,0.547596,0.791935,0.076984,2.825121,0.542382,6.075881,0.32175,0.775041,3.849749,2.49037,2.650644,1.26148,1.530889,0.461736,15.738299,1.592224,1.663111,1.960754,0.280205,0.766621,0.320737,1.520505,0.184766,0.171286,6.158785,0.801776,0.098714
"PF3D7_0106600",0.25926,0,0.44146,0,1.815262,0.285989,0.351014,0,0.707774,0,1.26046,0,0,1.108688,0,0.562533,0.304603,0,0.216642,2.470487,0.186601,0.309299,0.32654,0,0,0,0.470906,0.164866,0,0.476866,0,0
"PF3D7_0106700",168.804349,46.224697,93.426703,56.893198,106.889691,134.761896,151.299144,20.47621,105.275898,107.218524,210.330061,106.015143,61.532481,141.476052,98.411634,109.034869,112.142892,50.380039,71.570942,246.416162,185.060115,106.430159,139.299553,25.683994,138.135264,55.21644,85.269128,20.314752,22.629645,193.59959,39.298118,39.681514
"PF3D7_0106800",3.451596,14.50398,5.740869,21.532047,3.305052,19.315641,7.200944,9.596873,3.496045,4.083223,2.359971,12.698443,0.60608,1.411714,9.763359,5.300856,0.986731,2.739574,8.598756,8.609235,5.202241,12.054663,5.913648,34.485945,5.567034,2.146731,0.772522,3.518656,5.524755,3.090032,4.497355,9.312751
"PF3D7_0106900",0.504324,0.243402,0.63435,1.025293,0.442564,0.277629,0.075638,0.410114,0.138852,0.116735,0.168872,0.042356,0.243844,0.301606,1.01407,1.289502,0.10972,0.048431,0.072334,0.679968,0.153407,2.261165,0.214018,0.857897,0,0.327335,0,0,0.095083,0.28593,0,0.327783
"PF3D7_0107000.1",0.646519,0,0.55951,0.123374,1.261369,0.374494,0.290604,0.716455,0,0,0.94645,0.765232,0,1.771619,0,1.06601,0,0.526268,0.256077,0.364063,0.08472,0.734931,0.39819,1.033588,0,0.787573,0,0.398025,0.225458,1.128981,0.927512,0
"PF3D7_0107100",0.358606,0,0.75885,2.97167,0.792737,0.097761,0.053818,0.089615,0.13142,0.082758,0.167049,0.029979,0,0.902545,0,1.635091,0.04784,0.068557,0.051123,0.114811,0.017974,2.327332,0.075922,0.809789,0,0,0.438313,0.076661,0.268638,0.269593,0,0.113364
"PF3D7_0107200",0.438885,0,0.354753,4.031953,0.113112,0.349518,0.098977,0.573767,0,0,0,0.054329,0,0,0,3.45317,0,0,0,0,0,1.844064,0,0.367116,0,0,0,0,0,0,0.343208,0.102188
"PF3D7_0107300",1.227355,0.084177,0.402577,0.249717,2.091805,0.084763,0.158041,0.196784,0.192257,0.241647,0.970487,0.087313,0,1.380509,0,0.584704,0.069569,0.798675,0,2.539953,0.207231,3.811451,0.221955,0.589836,0,0,0,0.112066,0.064993,1.176149,0,0
"PF3D7_0107400",0.758578,0.355368,0.717661,0.28786,1.102109,0.650459,0.340713,2.244948,2.410293,0,1.65043,1.609708,0,0.584666,0,1.068826,0.840808,0.819501,0.29783,1.475224,0.781914,0.854862,1.395805,0,0,1.834529,0,0,0,1.841032,1.074625,0
"PF3D7_0107500",282.990451,343.272796,253.458861,284.345836,405.545505,355.321921,347.338817,172.117408,481.463575,381.20974,372.42098,422.037266,250.849436,398.421689,211.277645,576.60155,211.520591,288.475536,313.582363,834.441544,623.93118,394.256716,490.510195,196.648394,294.483199,435.519689,417.458842,315.432104,181.609567,259.473778,405.067559,431.636587
"PF3D7_0107600",0.1811,0.139447,0.02195,0.059303,1.236144,0.180499,0.099163,0.013534,0.422286,0.27457,0.773509,0.036568,0.104696,0.523572,0.145889,0.189128,0.2798,0.302281,0.034522,1.37725,0.347238,0,0.786355,0,0.039,0,0.132595,0.069522,0.04133,0.408207,0,0
"PF3D7_0107700",2.586613,1.05272,0.771107,1.678459,2.246195,1.036158,1.233789,0.968465,1.00213,1.890941,1.661046,0.91099,1.756058,0.803711,0.604383,0.907998,1.242039,1.086188,0.775255,1.396207,0.928335,3.1336,1.060873,2.566551,1.157966,0.979539,2.226709,0.876477,0.906301,1.650249,1.087762,0.82479
"PF3D7_0107800",1.044532,0.068692,11.022793,2.413673,1.207096,0.512371,0.149021,0.747281,0.104457,0.065953,0.746796,0.107871,0,0.407669,7.091677,12.379134,0.096764,0.137048,0.061498,0.743552,0.124337,7.447495,0.361731,1.132611,0.258241,2.351495,0.218083,0.853874,1.530252,0.738009,0.308089,0.238866
"PF3D7_0107900",4.682184,0.139617,32.01538,11.604873,0.895144,5.713349,4.096079,5.561037,0.637995,0,2.039338,1.292509,0,0.620179,28.28996,13.972382,0.114012,0.656656,1.337727,3.475658,0.291982,15.978916,1.471571,13.101977,0.634114,5.926048,0.530416,7.984615,6.586766,2.248839,6.520404,3.834347
"PF3D7_0108000",384.795377,270.410542,799.657383,233.086259,255.417629,321.593692,237.646351,789.978876,461.681851,127.206725,419.140971,243.999507,183.75284,203.560402,826.241297,863.708016,112.327674,348.319294,267.387382,464.683456,242.081654,1377.037801,269.706801,554.888881,205.0147,802.353709,315.252155,569.557982,514.570671,148.632642,583.6595,359.475404
"PF3D7_0108100",0.669537,0.138395,13.433888,1.559019,0.502672,0.629859,0.258268,1.291823,0.842225,0,0.421888,0.264692,0.415834,0.299342,9.212117,9.572382,0.153693,0.385198,0.123222,0.83275,0.333336,16.114503,0.304204,2.11213,0.625291,4.95957,0.175649,4.423035,6.081837,0.721739,1.539955,0.728864
"PF3D7_0108300",246.623137,39.399915,310.848391,131.668974,89.937311,214.560304,168.601921,41.247768,115.760198,144.956934,187.783947,75.77174,35.519155,126.867176,259.900247,319.317571,201.890345,25.993433,81.524811,244.023442,220.853682,308.512119,149.74621,76.930601,129.386799,200.731404,59.165353,28.284882,37.567016,183.822948,57.11823,51.539518
"PF3D7_0108400.1",48.722286,26.347186,5.521387,13.993083,22.366649,35.322084,39.13823,5.487038,20.875243,22.087831,36.897824,11.204784,30.822455,17.200739,7.08239,7.068236,11.885665,15.139429,16.518483,38.612033,76.396523,2.437954,8.407674,7.020304,31.905724,4.612116,23.99263,2.594033,7.538911,30.931058,7.083466,3.05658
"PF3D7_0108400.2",50.712048,17.256422,2.339156,3.703396,13.214704,8.63647,26.23512,3.360924,11.706501,20.560113,17.472443,7.002208,20.813247,9.714181,0,2.557419,4.84722,15.564817,3.848067,19.49697,17.388137,0,0,2.348183,14.834894,0,28.048848,2.245392,7.473609,16.355655,0.803829,2.255565
"PF3D7_0108500",15815.790957,17756.21772,542.240801,3239.926603,13699.522461,7678.271297,12751.222284,3403.042433,13605.401397,16772.173877,18960.667057,7449.569979,21733.977751,18989.339279,5665.99494,855.445256,15944.075948,12213.47399,10101.026779,9693.917648,10639.479378,2195.990705,17588.189363,712.568664,11579.649214,2396.615081,14343.574659,2116.25502,4828.920514,22826.420558,2643.322459,1945.507511
"PF3D7_0108600",1.524503,1.324779,5.093546,0.201448,1.883149,1.545344,1.825145,0.660979,2.369146,1.93622,2.314752,0.309385,3.592421,1.739209,3.912441,2.550862,1.574503,1.34412,1.826242,2.728256,1.774124,4.805495,3.365572,0.836267,3.538692,0.957638,2.369137,1.443181,0.369331,2.854433,1.947231,0.464892
"PF3D7_0108700",22.007229,14.857463,131.725208,45.671591,8.064569,47.974052,25.933609,21.251633,22.303168,15.850939,15.001257,26.2782,3.705301,9.960957,124.723039,155.800106,9.842038,6.413461,16.306828,28.197217,25.528883,149.769756,18.029039,49.087756,24.067937,78.163547,9.085984,40.263076,29.851403,11.085565,49.667774,40.434814
"PF3D7_0108800",6.021376,4.329852,46.220668,20.857089,0.726314,8.706326,3.710438,28.660797,3.077431,1.104134,2.133,2.39095,0.865344,1.220718,45.840684,33.006452,1.189897,0.740409,4.402946,1.317548,2.11875,38.408392,2.283098,45.434502,2.398871,10.277672,0.548935,33.174831,29.10189,2.75678,27.27157,15.661551
"PF3D7_0109000",0,0.760546,0.08159,0,0.201168,0,0,0,0,0.271583,0.836337,0.097061,0,0.825813,0,0,0.153474,0,0,0,0.332279,0,0,0,0.863739,0,0.359941,0.75665,0,0.144228,0,0
"PF3D7_0109100",0.172897,0,0.026218,0,0,0.009587,0,0,0.031775,0,0,0,0,0.026041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021874,0,0.013821
"PF3D7_0109200",17.063059,26.830361,57.988888,22.352588,2.354119,45.62271,22.078235,36.770892,7.197055,4.887971,7.797965,23.654417,2.679063,5.027019,53.413319,29.582383,1.529407,9.791996,14.454249,16.237395,11.331535,43.572118,10.904424,61.612174,10.633036,19.463396,3.070353,46.133821,34.642687,5.201126,44.267716,26.385011
"PF3D7_0109300",0,0,0.726701,0.047044,0.841053,0.03707,0.105392,0,0,0,0.319976,0,0,0.201205,0.913989,0.368919,0,0.132029,0,0.434018,0,0,0.147341,0,0,0,0.212518,0.148799,0,0.431435,0,0
